DIRECTORIO,PER,PERIODO,MES,DPTO,P3271,P6040,P6080,P3042,P7495,RAMA2D_R4
8038184,2024,20241252,12,15,1,50,6,3.0,2,1.0
8038184,2024,20241252,12,15,1,50,6,3.0,2,1.0
8038184,2024,20241252,12,15,1,50,6,3.0,2,1.0
8038184,2024,20241252,12,15,2,49,6,4.0,2,1.0
8038184,2024,20241252,12,15,2,49,6,4.0,2,1.0
8038184,2024,20241252,12,15,2,49,6,4.0,2,1.0
8038184,2024,20241252,12,15,2,15,6,5.0,2,1.0
8038184,2024,20241252,12,15,2,15,6,5.0,2,1.0
8038184,2024,20241252,12,15,2,15,6,5.0,2,1.0
8038184,2024,20241252,12,15,1,4,6,2.0,2,1.0
8038184,2024,20241252,12,15,1,4,6,2.0,2,1.0
8038184,2024,20241252,12,15,1,4,6,2.0,2,1.0
8038186,2024,20241252,12,15,2,74,6,3.0,2,1.0
8038186,2024,20241252,12,15,2,74,6,3.0,2,1.0
8038186,2024,20241252,12,15,2,74,6,3.0,2,1.0
8038186,2024,20241252,12,15,2,32,6,3.0,2,1.0
8038186,2024,20241252,12,15,2,32,6,3.0,2,1.0
8038186,2024,20241252,12,15,2,32,6,3.0,2,1.0
8038186,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038186,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038186,2024,20241252,12,15,1,15,6,4.0,2,1.0
8038186,2024,20241252,12,15,2,14,6,4.0,2,1.0
8038186,2024,20241252,12,15,2,14,6,4.0,2,1.0
8038186,2024,20241252,12,15,2,14,6,4.0,2,1.0
8038187,2024,20241252,12,15,1,63,6,3.0,2,5.0
8038187,2024,20241252,12,15,1,63,6,3.0,2,5.0
8038187,2024,20241252,12,15,2,56,6,3.0,2,5.0
8038187,2024,20241252,12,15,2,56,6,3.0,2,5.0
8038188,2024,20241252,12,15,2,37,6,6.0,2,5.0
8038188,2024,20241252,12,15,2,37,6,6.0,2,5.0
8038188,2024,20241252,12,15,2,37,6,6.0,2,5.0
8038188,2024,20241252,12,15,1,31,6,3.0,2,5.0
8038188,2024,20241252,12,15,1,31,6,3.0,2,5.0
8038188,2024,20241252,12,15,1,31,6,3.0,2,5.0
8038188,2024,20241252,12,15,2,17,6,6.0,2,5.0
8038188,2024,20241252,12,15,2,17,6,6.0,2,5.0
8038188,2024,20241252,12,15,2,17,6,6.0,2,5.0
8038188,2024,20241252,12,15,1,14,6,5.0,2,5.0
8038188,2024,20241252,12,15,1,14,6,5.0,2,5.0
8038188,2024,20241252,12,15,1,14,6,5.0,2,5.0
8038189,2024,20241252,12,15,1,33,6,3.0,2,5.0
8038189,2024,20241252,12,15,1,33,6,3.0,2,5.0
8038189,2024,20241252,12,15,2,32,6,5.0,2,5.0
8038189,2024,20241252,12,15,2,32,6,5.0,2,5.0
8038189,2024,20241252,12,15,1,11,6,4.0,2,5.0
8038189,2024,20241252,12,15,1,11,6,4.0,2,5.0
8038189,2024,20241252,12,15,2,7,6,3.0,2,5.0
8038189,2024,20241252,12,15,2,7,6,3.0,2,5.0
8038191,2024,20241252,12,15,2,42,6,8.0,2,84.0
8038192,2024,20241252,12,15,1,36,6,4.0,2,5.0
8038192,2024,20241252,12,15,1,36,6,4.0,2,1.0
8038192,2024,20241252,12,15,1,36,6,4.0,2,5.0
8038192,2024,20241252,12,15,1,36,6,4.0,2,1.0
8038192,2024,20241252,12,15,1,36,6,4.0,2,5.0
8038192,2024,20241252,12,15,1,36,6,4.0,2,1.0
8038192,2024,20241252,12,15,2,35,6,3.0,2,5.0
8038192,2024,20241252,12,15,2,35,6,3.0,2,1.0
8038192,2024,20241252,12,15,2,35,6,3.0,2,5.0
8038192,2024,20241252,12,15,2,35,6,3.0,2,1.0
8038192,2024,20241252,12,15,2,35,6,3.0,2,5.0
8038192,2024,20241252,12,15,2,35,6,3.0,2,1.0
8038192,2024,20241252,12,15,2,16,6,5.0,2,5.0
8038192,2024,20241252,12,15,2,16,6,5.0,2,1.0
8038192,2024,20241252,12,15,2,16,6,5.0,2,5.0
8038192,2024,20241252,12,15,2,16,6,5.0,2,1.0
8038192,2024,20241252,12,15,2,16,6,5.0,2,5.0
8038192,2024,20241252,12,15,2,16,6,5.0,2,1.0
8038192,2024,20241252,12,15,1,12,6,4.0,2,5.0
8038192,2024,20241252,12,15,1,12,6,4.0,2,1.0
8038192,2024,20241252,12,15,1,12,6,4.0,2,5.0
8038192,2024,20241252,12,15,1,12,6,4.0,2,1.0
8038192,2024,20241252,12,15,1,12,6,4.0,2,5.0
8038192,2024,20241252,12,15,1,12,6,4.0,2,1.0
8038193,2024,20241252,12,15,1,65,6,3.0,2,
8038193,2024,20241252,12,15,1,65,6,3.0,2,
8038193,2024,20241252,12,15,2,42,6,1.0,2,
8038193,2024,20241252,12,15,2,42,6,1.0,2,
8038193,2024,20241252,12,15,2,9,6,3.0,2,
8038193,2024,20241252,12,15,2,9,6,3.0,2,
8038193,2024,20241252,12,15,1,7,6,2.0,2,
8038193,2024,20241252,12,15,1,7,6,2.0,2,
8038194,2024,20241252,12,15,2,60,6,3.0,2,1.0
8038194,2024,20241252,12,15,2,60,6,3.0,2,5.0
8038194,2024,20241252,12,15,2,60,6,3.0,2,1.0
8038194,2024,20241252,12,15,2,60,6,3.0,2,5.0
8038194,2024,20241252,12,15,2,60,6,3.0,2,1.0
8038194,2024,20241252,12,15,2,60,6,3.0,2,5.0
8038194,2024,20241252,12,15,2,31,6,5.0,2,1.0
8038194,2024,20241252,12,15,2,31,6,5.0,2,5.0
8038194,2024,20241252,12,15,2,31,6,5.0,2,1.0
8038194,2024,20241252,12,15,2,31,6,5.0,2,5.0
8038194,2024,20241252,12,15,2,31,6,5.0,2,1.0
8038194,2024,20241252,12,15,2,31,6,5.0,2,5.0
8038194,2024,20241252,12,15,1,36,6,3.0,2,1.0
8038194,2024,20241252,12,15,1,36,6,3.0,2,5.0
8038194,2024,20241252,12,15,1,36,6,3.0,2,1.0
8038194,2024,20241252,12,15,1,36,6,3.0,2,5.0
8038194,2024,20241252,12,15,1,36,6,3.0,2,1.0
8038194,2024,20241252,12,15,1,36,6,3.0,2,5.0
8038194,2024,20241252,12,15,1,13,6,4.0,2,1.0
8038194,2024,20241252,12,15,1,13,6,4.0,2,5.0
8038194,2024,20241252,12,15,1,13,6,4.0,2,1.0
8038194,2024,20241252,12,15,1,13,6,4.0,2,5.0
8038194,2024,20241252,12,15,1,13,6,4.0,2,1.0
8038194,2024,20241252,12,15,1,13,6,4.0,2,5.0
8038194,2024,20241252,12,15,1,6,6,2.0,2,1.0
8038194,2024,20241252,12,15,1,6,6,2.0,2,5.0
8038194,2024,20241252,12,15,1,6,6,2.0,2,1.0
8038194,2024,20241252,12,15,1,6,6,2.0,2,5.0
8038194,2024,20241252,12,15,1,6,6,2.0,2,1.0
8038194,2024,20241252,12,15,1,6,6,2.0,2,5.0
8038195,2024,20241252,12,15,1,56,6,5.0,1,
8038196,2024,20241252,12,15,2,65,6,3.0,2,
8038197,2024,20241252,12,15,2,34,6,5.0,1,1.0
8038197,2024,20241252,12,15,1,8,6,3.0,1,1.0
8038197,2024,20241252,12,15,2,4,6,2.0,1,1.0
8038199,2024,20241252,12,15,1,37,6,3.0,2,1.0
8038200,2024,20241252,12,15,2,75,6,1.0,2,1.0
8038201,2024,20241252,12,15,1,84,6,3.0,2,
8038201,2024,20241252,12,15,1,84,6,3.0,2,
8038201,2024,20241252,12,15,2,81,6,3.0,2,
8038201,2024,20241252,12,15,2,81,6,3.0,2,
8038202,2024,20241252,12,15,1,45,6,3.0,2,1.0
8038202,2024,20241252,12,15,1,45,6,3.0,2,1.0
8038202,2024,20241252,12,15,1,45,6,3.0,2,1.0
8038202,2024,20241252,12,15,2,46,6,3.0,2,1.0
8038202,2024,20241252,12,15,2,46,6,3.0,2,1.0
8038202,2024,20241252,12,15,2,46,6,3.0,2,1.0
8038202,2024,20241252,12,15,1,16,6,5.0,2,1.0
8038202,2024,20241252,12,15,1,16,6,5.0,2,1.0
8038202,2024,20241252,12,15,1,16,6,5.0,2,1.0
8038202,2024,20241252,12,15,1,13,6,5.0,2,1.0
8038202,2024,20241252,12,15,1,13,6,5.0,2,1.0
8038202,2024,20241252,12,15,1,13,6,5.0,2,1.0
8038203,2024,20241252,12,15,2,54,6,3.0,2,
8038203,2024,20241252,12,15,2,54,6,3.0,2,
8038203,2024,20241252,12,15,2,54,6,3.0,2,
8038203,2024,20241252,12,15,1,67,6,3.0,2,
8038203,2024,20241252,12,15,1,67,6,3.0,2,
8038203,2024,20241252,12,15,1,67,6,3.0,2,
8038203,2024,20241252,12,15,1,19,6,6.0,2,
8038203,2024,20241252,12,15,1,19,6,6.0,2,
8038203,2024,20241252,12,15,1,19,6,6.0,2,
8038204,2024,20241252,12,15,1,51,6,3.0,2,84.0
8038204,2024,20241252,12,15,1,51,6,3.0,2,1.0
8038204,2024,20241252,12,15,1,51,6,3.0,2,84.0
8038204,2024,20241252,12,15,1,51,6,3.0,2,1.0
8038204,2024,20241252,12,15,2,50,6,3.0,2,84.0
8038204,2024,20241252,12,15,2,50,6,3.0,2,1.0
8038204,2024,20241252,12,15,2,50,6,3.0,2,84.0
8038204,2024,20241252,12,15,2,50,6,3.0,2,1.0
8038205,2024,20241252,12,15,1,83,6,3.0,2,1.0
8038206,2024,20241252,12,15,2,54,6,1.0,2,56.0
8038206,2024,20241252,12,15,2,54,6,1.0,2,56.0
8038206,2024,20241252,12,15,1,16,6,6.0,2,56.0
8038206,2024,20241252,12,15,1,16,6,6.0,2,56.0
8038206,2024,20241252,12,15,1,14,6,4.0,2,56.0
8038206,2024,20241252,12,15,1,14,6,4.0,2,56.0
8038207,2024,20241252,12,15,1,47,6,3.0,2,1.0
8038207,2024,20241252,12,15,1,47,6,3.0,2,56.0
8038207,2024,20241252,12,15,1,47,6,3.0,2,1.0
8038207,2024,20241252,12,15,1,47,6,3.0,2,56.0
8038207,2024,20241252,12,15,1,47,6,3.0,2,1.0
8038207,2024,20241252,12,15,1,47,6,3.0,2,56.0
8038207,2024,20241252,12,15,1,47,6,3.0,2,1.0
8038207,2024,20241252,12,15,1,47,6,3.0,2,56.0
8038207,2024,20241252,12,15,2,50,6,3.0,2,1.0
8038207,2024,20241252,12,15,2,50,6,3.0,2,56.0
8038207,2024,20241252,12,15,2,50,6,3.0,2,1.0
8038207,2024,20241252,12,15,2,50,6,3.0,2,56.0
8038207,2024,20241252,12,15,2,50,6,3.0,2,1.0
8038207,2024,20241252,12,15,2,50,6,3.0,2,56.0
8038207,2024,20241252,12,15,2,50,6,3.0,2,1.0
8038207,2024,20241252,12,15,2,50,6,3.0,2,56.0
8038207,2024,20241252,12,15,2,18,6,9.0,2,1.0
8038207,2024,20241252,12,15,2,18,6,9.0,2,56.0
8038207,2024,20241252,12,15,2,18,6,9.0,2,1.0
8038207,2024,20241252,12,15,2,18,6,9.0,2,56.0
8038207,2024,20241252,12,15,2,18,6,9.0,2,1.0
8038207,2024,20241252,12,15,2,18,6,9.0,2,56.0
8038207,2024,20241252,12,15,2,18,6,9.0,2,1.0
8038207,2024,20241252,12,15,2,18,6,9.0,2,56.0
8038207,2024,20241252,12,15,2,17,6,5.0,2,1.0
8038207,2024,20241252,12,15,2,17,6,5.0,2,56.0
8038207,2024,20241252,12,15,2,17,6,5.0,2,1.0
8038207,2024,20241252,12,15,2,17,6,5.0,2,56.0
8038207,2024,20241252,12,15,2,17,6,5.0,2,1.0
8038207,2024,20241252,12,15,2,17,6,5.0,2,56.0
8038207,2024,20241252,12,15,2,17,6,5.0,2,1.0
8038207,2024,20241252,12,15,2,17,6,5.0,2,56.0
8038207,2024,20241252,12,15,2,6,6,3.0,2,1.0
8038207,2024,20241252,12,15,2,6,6,3.0,2,56.0
8038207,2024,20241252,12,15,2,6,6,3.0,2,1.0
8038207,2024,20241252,12,15,2,6,6,3.0,2,56.0
8038207,2024,20241252,12,15,2,6,6,3.0,2,1.0
8038207,2024,20241252,12,15,2,6,6,3.0,2,56.0
8038207,2024,20241252,12,15,2,6,6,3.0,2,1.0
8038207,2024,20241252,12,15,2,6,6,3.0,2,56.0
8038208,2024,20241252,12,15,2,73,6,3.0,2,41.0
8038208,2024,20241252,12,15,2,73,6,3.0,2,41.0
8038208,2024,20241252,12,15,1,36,6,5.0,2,41.0
8038208,2024,20241252,12,15,1,36,6,5.0,2,41.0
8038209,2024,20241252,12,15,2,58,6,5.0,1,
8038209,2024,20241252,12,15,2,58,6,5.0,1,
8038209,2024,20241252,12,15,2,52,6,8.0,1,
8038209,2024,20241252,12,15,2,52,6,8.0,1,
8038210,2024,20241252,12,15,1,35,6,5.0,2,1.0
8038211,2024,20241252,12,15,1,74,6,1.0,2,1.0
8038211,2024,20241252,12,15,1,74,6,1.0,2,1.0
8038211,2024,20241252,12,15,2,74,6,1.0,2,1.0
8038211,2024,20241252,12,15,2,74,6,1.0,2,1.0
8038213,2024,20241252,12,15,1,69,6,3.0,2,
8038213,2024,20241252,12,15,1,69,6,3.0,2,
8038213,2024,20241252,12,15,2,66,6,3.0,2,
8038213,2024,20241252,12,15,2,66,6,3.0,2,
8038214,2024,20241252,12,15,1,72,6,3.0,2,1.0
8038214,2024,20241252,12,15,1,72,6,3.0,2,1.0
8038214,2024,20241252,12,15,2,60,6,3.0,2,1.0
8038214,2024,20241252,12,15,2,60,6,3.0,2,1.0
8038215,2024,20241252,12,15,1,54,6,3.0,2,41.0
8038215,2024,20241252,12,15,1,54,6,3.0,2,41.0
8038215,2024,20241252,12,15,1,54,6,3.0,2,41.0
8038215,2024,20241252,12,15,1,54,6,3.0,2,41.0
8038215,2024,20241252,12,15,2,43,6,3.0,2,41.0
8038215,2024,20241252,12,15,2,43,6,3.0,2,41.0
8038215,2024,20241252,12,15,2,43,6,3.0,2,41.0
8038215,2024,20241252,12,15,2,43,6,3.0,2,41.0
8038215,2024,20241252,12,15,2,19,6,9.0,2,41.0
8038215,2024,20241252,12,15,2,19,6,9.0,2,41.0
8038215,2024,20241252,12,15,2,19,6,9.0,2,41.0
8038215,2024,20241252,12,15,2,19,6,9.0,2,41.0
8038215,2024,20241252,12,15,1,17,6,6.0,2,41.0
8038215,2024,20241252,12,15,1,17,6,6.0,2,41.0
8038215,2024,20241252,12,15,1,17,6,6.0,2,41.0
8038215,2024,20241252,12,15,1,17,6,6.0,2,41.0
8038216,2024,20241252,12,15,1,33,6,6.0,2,5.0
8038216,2024,20241252,12,15,1,33,6,6.0,2,5.0
8038216,2024,20241252,12,15,2,26,6,6.0,2,5.0
8038216,2024,20241252,12,15,2,26,6,6.0,2,5.0
8038216,2024,20241252,12,15,1,9,6,3.0,2,5.0
8038216,2024,20241252,12,15,1,9,6,3.0,2,5.0
8038216,2024,20241252,12,15,2,0,6,,2,5.0
8038216,2024,20241252,12,15,2,0,6,,2,5.0
8038217,2024,20241252,12,15,1,40,6,3.0,2,5.0
8038217,2024,20241252,12,15,1,40,6,3.0,2,5.0
8038217,2024,20241252,12,15,1,40,6,3.0,2,5.0
8038217,2024,20241252,12,15,1,40,6,3.0,2,5.0
8038217,2024,20241252,12,15,2,40,6,3.0,2,5.0
8038217,2024,20241252,12,15,2,40,6,3.0,2,5.0
8038217,2024,20241252,12,15,2,40,6,3.0,2,5.0
8038217,2024,20241252,12,15,2,40,6,3.0,2,5.0
8038217,2024,20241252,12,15,1,19,6,5.0,2,5.0
8038217,2024,20241252,12,15,1,19,6,5.0,2,5.0
8038217,2024,20241252,12,15,1,19,6,5.0,2,5.0
8038217,2024,20241252,12,15,1,19,6,5.0,2,5.0
8038217,2024,20241252,12,15,1,16,6,8.0,2,5.0
8038217,2024,20241252,12,15,1,16,6,8.0,2,5.0
8038217,2024,20241252,12,15,1,16,6,8.0,2,5.0
8038217,2024,20241252,12,15,1,16,6,8.0,2,5.0
8038218,2024,20241252,12,15,1,68,6,3.0,2,1.0
8038218,2024,20241252,12,15,1,68,6,3.0,2,47.0
8038218,2024,20241252,12,15,1,68,6,3.0,2,84.0
8038218,2024,20241252,12,15,1,68,6,3.0,2,1.0
8038218,2024,20241252,12,15,1,68,6,3.0,2,47.0
8038218,2024,20241252,12,15,1,68,6,3.0,2,84.0
8038218,2024,20241252,12,15,1,68,6,3.0,2,1.0
8038218,2024,20241252,12,15,1,68,6,3.0,2,47.0
8038218,2024,20241252,12,15,1,68,6,3.0,2,84.0
8038218,2024,20241252,12,15,2,60,6,3.0,2,1.0
8038218,2024,20241252,12,15,2,60,6,3.0,2,47.0
8038218,2024,20241252,12,15,2,60,6,3.0,2,84.0
8038218,2024,20241252,12,15,2,60,6,3.0,2,1.0
8038218,2024,20241252,12,15,2,60,6,3.0,2,47.0
8038218,2024,20241252,12,15,2,60,6,3.0,2,84.0
8038218,2024,20241252,12,15,2,60,6,3.0,2,1.0
8038218,2024,20241252,12,15,2,60,6,3.0,2,47.0
8038218,2024,20241252,12,15,2,60,6,3.0,2,84.0
8038218,2024,20241252,12,15,1,33,6,10.0,2,1.0
8038218,2024,20241252,12,15,1,33,6,10.0,2,47.0
8038218,2024,20241252,12,15,1,33,6,10.0,2,84.0
8038218,2024,20241252,12,15,1,33,6,10.0,2,1.0
8038218,2024,20241252,12,15,1,33,6,10.0,2,47.0
8038218,2024,20241252,12,15,1,33,6,10.0,2,84.0
8038218,2024,20241252,12,15,1,33,6,10.0,2,1.0
8038218,2024,20241252,12,15,1,33,6,10.0,2,47.0
8038218,2024,20241252,12,15,1,33,6,10.0,2,84.0
8038219,2024,20241252,12,15,1,39,6,4.0,2,
8038219,2024,20241252,12,15,1,39,6,4.0,2,
8038219,2024,20241252,12,15,1,39,6,4.0,2,
8038219,2024,20241252,12,15,2,35,6,4.0,2,
8038219,2024,20241252,12,15,2,35,6,4.0,2,
8038219,2024,20241252,12,15,2,35,6,4.0,2,
8038219,2024,20241252,12,15,1,16,6,4.0,2,
8038219,2024,20241252,12,15,1,16,6,4.0,2,
8038219,2024,20241252,12,15,1,16,6,4.0,2,
8038219,2024,20241252,12,15,2,0,6,,2,
8038219,2024,20241252,12,15,2,0,6,,2,
8038219,2024,20241252,12,15,2,0,6,,2,
8038220,2024,20241252,12,15,1,39,6,3.0,2,5.0
8038220,2024,20241252,12,15,1,39,6,3.0,2,5.0
8038220,2024,20241252,12,15,1,39,6,3.0,2,5.0
8038220,2024,20241252,12,15,2,35,6,3.0,2,5.0
8038220,2024,20241252,12,15,2,35,6,3.0,2,5.0
8038220,2024,20241252,12,15,2,35,6,3.0,2,5.0
8038220,2024,20241252,12,15,2,15,6,4.0,2,5.0
8038220,2024,20241252,12,15,2,15,6,4.0,2,5.0
8038220,2024,20241252,12,15,2,15,6,4.0,2,5.0
8038220,2024,20241252,12,15,2,4,6,1.0,2,5.0
8038220,2024,20241252,12,15,2,4,6,1.0,2,5.0
8038220,2024,20241252,12,15,2,4,6,1.0,2,5.0
8038221,2024,20241252,12,15,1,38,6,3.0,2,1.0
8038221,2024,20241252,12,15,1,38,6,3.0,2,1.0
8038221,2024,20241252,12,15,1,38,6,3.0,2,1.0
8038221,2024,20241252,12,15,1,38,6,3.0,2,1.0
8038221,2024,20241252,12,15,2,26,6,6.0,2,1.0
8038221,2024,20241252,12,15,2,26,6,6.0,2,1.0
8038221,2024,20241252,12,15,2,26,6,6.0,2,1.0
8038221,2024,20241252,12,15,2,26,6,6.0,2,1.0
8038221,2024,20241252,12,15,1,4,6,1.0,2,1.0
8038221,2024,20241252,12,15,1,4,6,1.0,2,1.0
8038221,2024,20241252,12,15,1,4,6,1.0,2,1.0
8038221,2024,20241252,12,15,1,4,6,1.0,2,1.0
8038221,2024,20241252,12,15,1,1,6,,2,1.0
8038221,2024,20241252,12,15,1,1,6,,2,1.0
8038221,2024,20241252,12,15,1,1,6,,2,1.0
8038221,2024,20241252,12,15,1,1,6,,2,1.0
8038222,2024,20241252,12,15,2,44,6,5.0,2,1.0
8038222,2024,20241252,12,15,2,44,6,5.0,2,1.0
8038222,2024,20241252,12,15,1,16,6,5.0,2,1.0
8038222,2024,20241252,12,15,1,16,6,5.0,2,1.0
8038222,2024,20241252,12,15,1,13,6,4.0,2,1.0
8038222,2024,20241252,12,15,1,13,6,4.0,2,1.0
8038223,2024,20241252,12,15,1,40,6,6.0,2,5.0
8038223,2024,20241252,12,15,1,40,6,6.0,2,1.0
8038223,2024,20241252,12,15,1,40,6,6.0,2,5.0
8038223,2024,20241252,12,15,1,40,6,6.0,2,1.0
8038223,2024,20241252,12,15,1,40,6,6.0,2,5.0
8038223,2024,20241252,12,15,1,40,6,6.0,2,1.0
8038223,2024,20241252,12,15,2,38,6,3.0,2,5.0
8038223,2024,20241252,12,15,2,38,6,3.0,2,1.0
8038223,2024,20241252,12,15,2,38,6,3.0,2,5.0
8038223,2024,20241252,12,15,2,38,6,3.0,2,1.0
8038223,2024,20241252,12,15,2,38,6,3.0,2,5.0
8038223,2024,20241252,12,15,2,38,6,3.0,2,1.0
8038223,2024,20241252,12,15,1,18,6,6.0,2,5.0
8038223,2024,20241252,12,15,1,18,6,6.0,2,1.0
8038223,2024,20241252,12,15,1,18,6,6.0,2,5.0
8038223,2024,20241252,12,15,1,18,6,6.0,2,1.0
8038223,2024,20241252,12,15,1,18,6,6.0,2,5.0
8038223,2024,20241252,12,15,1,18,6,6.0,2,1.0
8038223,2024,20241252,12,15,1,11,6,3.0,2,5.0
8038223,2024,20241252,12,15,1,11,6,3.0,2,1.0
8038223,2024,20241252,12,15,1,11,6,3.0,2,5.0
8038223,2024,20241252,12,15,1,11,6,3.0,2,1.0
8038223,2024,20241252,12,15,1,11,6,3.0,2,5.0
8038223,2024,20241252,12,15,1,11,6,3.0,2,1.0
8038224,2024,20241252,12,15,1,66,6,3.0,2,
8038224,2024,20241252,12,15,1,66,6,3.0,2,
8038224,2024,20241252,12,15,2,62,6,3.0,2,
8038224,2024,20241252,12,15,2,62,6,3.0,2,
8038225,2024,20241252,12,15,1,78,6,3.0,2,
8038225,2024,20241252,12,15,1,78,6,3.0,2,
8038225,2024,20241252,12,15,2,49,6,1.0,2,
8038225,2024,20241252,12,15,2,49,6,1.0,2,
8038226,2024,20241252,12,15,1,70,6,3.0,1,
8038227,2024,20241252,12,15,2,74,6,3.0,2,
8038227,2024,20241252,12,15,2,74,6,3.0,2,
8038227,2024,20241252,12,15,1,83,6,3.0,2,
8038227,2024,20241252,12,15,1,83,6,3.0,2,
8038228,2024,20241252,12,15,1,74,6,1.0,2,
8038229,2024,20241252,12,15,1,28,6,5.0,2,5.0
8038230,2024,20241252,12,15,1,43,6,5.0,2,1.0
8038230,2024,20241252,12,15,1,43,6,5.0,2,1.0
8038230,2024,20241252,12,15,2,47,6,5.0,2,1.0
8038230,2024,20241252,12,15,2,47,6,5.0,2,1.0
8038230,2024,20241252,12,15,1,12,6,4.0,2,1.0
8038230,2024,20241252,12,15,1,12,6,4.0,2,1.0
8038232,2024,20241252,12,15,2,66,6,3.0,2,88.0
8038232,2024,20241252,12,15,2,66,6,3.0,2,5.0
8038232,2024,20241252,12,15,2,66,6,3.0,2,88.0
8038232,2024,20241252,12,15,2,66,6,3.0,2,5.0
8038232,2024,20241252,12,15,2,66,6,3.0,2,88.0
8038232,2024,20241252,12,15,2,66,6,3.0,2,5.0
8038232,2024,20241252,12,15,2,28,6,5.0,2,88.0
8038232,2024,20241252,12,15,2,28,6,5.0,2,5.0
8038232,2024,20241252,12,15,2,28,6,5.0,2,88.0
8038232,2024,20241252,12,15,2,28,6,5.0,2,5.0
8038232,2024,20241252,12,15,2,28,6,5.0,2,88.0
8038232,2024,20241252,12,15,2,28,6,5.0,2,5.0
8038232,2024,20241252,12,15,1,34,6,3.0,2,88.0
8038232,2024,20241252,12,15,1,34,6,3.0,2,5.0
8038232,2024,20241252,12,15,1,34,6,3.0,2,88.0
8038232,2024,20241252,12,15,1,34,6,3.0,2,5.0
8038232,2024,20241252,12,15,1,34,6,3.0,2,88.0
8038232,2024,20241252,12,15,1,34,6,3.0,2,5.0
8038232,2024,20241252,12,15,2,9,6,3.0,2,88.0
8038232,2024,20241252,12,15,2,9,6,3.0,2,5.0
8038232,2024,20241252,12,15,2,9,6,3.0,2,88.0
8038232,2024,20241252,12,15,2,9,6,3.0,2,5.0
8038232,2024,20241252,12,15,2,9,6,3.0,2,88.0
8038232,2024,20241252,12,15,2,9,6,3.0,2,5.0
8038232,2024,20241252,12,15,1,4,6,2.0,2,88.0
8038232,2024,20241252,12,15,1,4,6,2.0,2,5.0
8038232,2024,20241252,12,15,1,4,6,2.0,2,88.0
8038232,2024,20241252,12,15,1,4,6,2.0,2,5.0
8038232,2024,20241252,12,15,1,4,6,2.0,2,88.0
8038232,2024,20241252,12,15,1,4,6,2.0,2,5.0
8038233,2024,20241252,12,15,1,84,6,3.0,2,
8038233,2024,20241252,12,15,1,84,6,3.0,2,
8038233,2024,20241252,12,15,2,78,6,4.0,2,
8038233,2024,20241252,12,15,2,78,6,4.0,2,
8038234,2024,20241252,12,15,1,53,6,3.0,2,5.0
8038235,2024,20241252,12,15,1,60,6,10.0,2,35.0
8038236,2024,20241252,12,15,2,78,6,5.0,1,
8038237,2024,20241252,12,15,1,51,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,51,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,51,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,51,6,10.0,2,85.0
8038237,2024,20241252,12,15,2,44,6,5.0,2,85.0
8038237,2024,20241252,12,15,2,44,6,5.0,2,85.0
8038237,2024,20241252,12,15,2,44,6,5.0,2,85.0
8038237,2024,20241252,12,15,2,44,6,5.0,2,85.0
8038237,2024,20241252,12,15,1,25,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,25,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,25,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,25,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,18,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,18,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,18,6,10.0,2,85.0
8038237,2024,20241252,12,15,1,18,6,10.0,2,85.0
8038238,2024,20241252,12,15,1,24,6,8.0,2,55.0
8038238,2024,20241252,12,15,1,24,6,8.0,2,55.0
8038238,2024,20241252,12,15,1,19,6,5.0,2,55.0
8038238,2024,20241252,12,15,1,19,6,5.0,2,55.0
8038239,2024,20241252,12,15,1,51,6,10.0,1,
8038239,2024,20241252,12,15,1,51,6,10.0,2,
8038239,2024,20241252,12,15,1,51,6,10.0,2,
8038239,2024,20241252,12,15,2,46,6,10.0,1,
8038239,2024,20241252,12,15,2,46,6,10.0,2,
8038239,2024,20241252,12,15,2,46,6,10.0,2,
8038239,2024,20241252,12,15,2,17,6,5.0,1,
8038239,2024,20241252,12,15,2,17,6,5.0,2,
8038239,2024,20241252,12,15,2,17,6,5.0,2,
8038239,2024,20241252,12,15,1,10,6,3.0,1,
8038239,2024,20241252,12,15,1,10,6,3.0,2,
8038239,2024,20241252,12,15,1,10,6,3.0,2,
8038240,2024,20241252,12,15,2,44,6,5.0,2,97.0
8038241,2024,20241252,12,15,2,93,6,3.0,2,
8038241,2024,20241252,12,15,2,93,6,3.0,2,
8038241,2024,20241252,12,15,2,93,6,3.0,1,
8038241,2024,20241252,12,15,2,60,6,11.0,2,
8038241,2024,20241252,12,15,2,60,6,11.0,2,
8038241,2024,20241252,12,15,2,60,6,11.0,1,
8038241,2024,20241252,12,15,2,96,6,3.0,2,
8038241,2024,20241252,12,15,2,96,6,3.0,2,
8038241,2024,20241252,12,15,2,96,6,3.0,1,
8038243,2024,20241252,12,15,1,41,6,6.0,2,24.0
8038243,2024,20241252,12,15,1,41,6,6.0,2,47.0
